Cód. Perfil;Sigla;Nome Empresarial;CNPJ;jan/23;fev/23;mar/23;abr/23;mai/23;jun/23
103828;NOVOMIX;NOVO MIX ATACADO DE ALIMENTOS LTDA;27.326.415/0001-06;0,000;0,000;0,000;0,000;260,431;301,125
55519;FIEL BARATEIRO LIVRE;ULISSES ALVES DOMINGUES CIA LTDA;71.101.489/0001-36;0,000;0,000;0,000;0,000;149,837;140,635
105864;AGROSUL FABRICA DE RACOES;AGROSUL AGROAVICOLA INDUSTRIAL S.A.;88.369.889/0006-34;0,000;0,000;0,000;0,000;0,000;0,000
52726;DELSUR BUENA;ESTANCIA DEL SUR AGROPECUARIA LTDA;10.652.670/0001-46;0,000;0,000;0,000;0,000;332,366;315,555
99528;MINERACAO NACIONAL CL 514;MINERIOS NACIONAL S.A.;09.294.881/0001-75;0,000;0,000;0,000;0,000;690,121;680,423
105992;JURUA CL;ECEL ELETRON COMERCIALIZADORA DE ENERGIA S.A;15.087.610/0001-41;0,000;0,000;0,000;0,000;226,166;237,192
101661;GONZALEZ CRIACAO;GONZALEZ CRIACAO DE AVES & SUINOS LTDA.;07.131.912/0001-41;0,000;0,000;0,000;0,000;142,718;137,507
54170;RANDON NAKATA;NAKATA AUTOMOTIVA LTDA;04.156.194/0001-70;0,000;0,000;0,000;0,000;371,102;380,680
103908;MERCADAO DA BAHIA CL;CONSORCIO MERCADAO DA BAHIA;37.742.994/0001-21;0,000;0,000;0,000;0,000;69,133;66,306
52973;SCHAEFFER VIDROS;SCHAEFFER INDUSTRIA E COMERCIO DE VIDROS DE SEGURANCA LTDA;08.042.531/0001-59;0,000;0,000;0,000;0,000;26,538;30,581
105770;VILA GALE ALAGOAS CL;VILA GALE BRASIL - ATIVIDADES HOTELEIRAS LTDA;04.027.102/0001-51;0,000;0,000;0,000;0,000;264,064;220,724
43441;NORTH FORTALEZA;ASSOCIACAO DO CONDOMINIO DO NORTH SHOPPING FORTALEZA;18.240.042/0001-65;0,000;0,000;0,000;0,000;789,821;734,189
104861;MARELLI LAVRAS;MARELLI SISTEMAS AUTOMOTIVOS INDUSTRIA E COMERCIO BRASIL LTDA;02.990.605/0009-50;0,000;0,000;0,000;0,000;1.662,719;1.619,332
102094;2WV BOOS MANGUEIRAS;2W COMERCIALIZADORA VAREJISTA DE ENERGIA S.A.;36.583.766/0001-93;0,000;0,000;0,000;0,000;90,229;88,028
104723;CIME - ARCOS;CSN CIMENTOS S.A.;38.282.487/0001-15;0,000;0,000;0,000;0,000;19.455,047;24.611,847
52010;HOSP NITEROI DOR;HOSPITAL FLUMINENSE S/A;30.145.502/0001-71;0,000;0,000;0,000;0,000;607,152;551,928
101123;SANTO INACIO CLL;SIM - SANTO INACIO MICROFUSAO E USINAGEM DE PRECISAO LTDA;14.926.408/0001-01;0,000;0,000;0,000;0,000;0,227;9,515
44207;SAFRAS BIO CL;SAFRAS INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEIS LTDA;25.242.466/0001-24;0,000;0,000;0,000;0,000;6,578;421,559
38740;SUPERMERCADO FLORESTA;F G COMERCIAL DE ALIMENTOS LTDA;14.200.272/0001-40;0,000;0,000;0,000;0,000;144,660;148,406
105304;FM PNEUS TOLEDO APE;F.M. PNEUS LTDA;81.374.845/0001-49;0,000;0,000;0,000;0,000;88,570;75,327
101080;COTAPEL;COOPERATIVA AGRICOLA TAPEJARA LTDA;90.597.998/0001-46;0,000;0,000;0,000;0,000;53,208;33,694
55554;SABOR DE FRANCE;SABOR DE FRANCE PANIFICADORA LTDA;22.819.418/0001-68;0,000;0,000;0,000;0,000;88,408;94,989
41078;HELENA MOREIRA;HELENA MOREIRA ROMERO EMBALAGENS;07.385.386/0001-46;0,000;0,000;0,000;0,000;30,439;115,927
101701;THABRULAI I5;EVA INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;47.710.404/0001-32;0,000;0,000;0,000;0,000;163,605;142,333
104106;2WV TUBOLAR IND PLAST;2W COMERCIALIZADORA VAREJISTA DE ENERGIA S.A.;36.583.766/0001-93;0,000;0,000;0,000;0,000;153,242;167,334
54436;CROWN UBERABA;CROWN EMBALAGENS METALICAS DA AMAZONIA S/A;33.174.335/0001-85;0,000;0,000;0,000;0,000;2.547,922;2.118,195
52099;TECNOPLASTICO BELFANO;TECNOPLASTICO BELFANO LTDA;61.252.185/0001-16;0,000;0,000;0,000;0,000;460,928;456,810
103420;2WV MOVEIS B;2W COMERCIALIZADORA VAREJISTA DE ENERGIA S.A.;36.583.766/0001-93;0,000;0,000;0,000;0,000;66,870;64,915
101640;FORTE FIXADORES;FORTE FIXADORES INDUSTRIA E COMERCIO LTDA;16.944.219/0001-89;0,000;0,000;0,000;0,000;64,165;68,197
51961;QUADRA HUNGRIA;QUADRA HUNGRIA;11.787.582/0001-14;0,000;0,000;0,000;0,000;84,258;86,353
53510;LABORATORIO LC001;EUROFARMA LABORATORIOS RJ LTDA;48.432.859/0001-04;0,000;0,000;0,000;0,000;244,183;236,150
101526;THERMAS SAO PEDRO;CONDOMINIO THERMAS SAO PEDRO PARK RESORT;49.591.759/0001-85;0,000;0,000;0,000;0,000;121,292;110,566
50844;BOTTCHER;BOTTCHER DO BRASIL LTDA.;02.740.399/0001-72;0,000;0,000;0,000;0,000;37,484;33,473
51846;JL DE MEDEIROS;J L DE MEDEIROS & ARAUJO LTDA;40.791.980/0001-02;0,000;0,000;0,000;0,000;208,976;207,079
65746;RANDON EMBALAGENS;RANDON EMBALAGENS PLASTICAS LTDA;73.379.380/0001-90;0,000;0,000;0,000;0,000;151,353;140,011
106024;FUNDICAO JCV CL;FUNDICAO JCV LTDA;05.588.368/0001-36;0,000;0,000;0,000;0,000;111,860;136,323
57320;ATACADO 22-FAT;RWR LOGISTICA E DISTRIBUICAO LTDA;83.616.185/0001-90;0,000;0,000;0,000;0,000;64,304;59,529
105982;WHITE MART S 2;WHITE MARTINS GASES INDUSTRIAIS LTDA;35.820.448/0001-36;0,000;0,000;0,000;0,000;9.900,068;9.064,079
101007;FIBRATEX;FIBRATEX-INDUMAQ FIBRAS TEXTEIS E MAQUINAS LTDA;60.872.330/0001-07;0,000;0,000;0,000;0,000;189,532;187,330
51721;BFL AGRO;BFL INDUSTRIA E COMERCIO DE CEREAIS LTDA;07.036.421/0001-11;0,000;0,000;0,000;0,000;556,433;501,505
105361;SMALTICERAM MOGI CL SE;SMALTICERAM UNICER DO BRASIL LTDA.;02.750.009/0001-45;0,000;0,000;0,000;0,000;106,569;129,186
43783;BRANDES CL 514;COMERCIO DE MADEIRAS BRANDES LTDA;86.864.162/0001-93;0,000;0,000;0,000;0,000;220,787;208,247
84334;C CE MOVEIS RELLER;MOVEIS RELLER LTDA;02.530.351/0001-30;0,000;0,000;0,000;0,000;147,339;118,639
52490;LOG ENERGIA SHOPPER CL VAR;LOG ENERGIA COMERCIALIZADORA S.A.;15.042.149/0001-00;0,000;0,000;0,000;0,000;262,534;249,497
105180;ATAKAREJO LOJA 27 CL;ATAKAREJO DISTRIBUIDOR DE ALIMENTOS E BEBIDAS S.A;73.849.952/0001-58;0,000;0,000;0,000;0,000;283,760;288,227
40396;CODEPA;COOPERATIVA DE DESENVOLVIMENTO E PRODUCAO AGROPECUARIA - CODEPA;04.480.519/0001-75;0,000;0,000;0,000;0,000;81,708;28,285
102039;GELOG LOC;GELOG - LOCACOES E TRANSPORTES LTDA;05.457.125/0001-69;0,000;0,000;0,000;0,000;113,912;127,449
104184;SANTA-CASA-RCLARO;IRMANDADE DA SANTA CASA DE MISERICORDIA DE RIO CLARO;56.384.183/0001-40;0,000;0,000;0,000;0,000;257,523;234,562
101103;CCR AEROPORTOS CENTRAL NE;CONCESSIONARIA DO BLOCO CENTRAL S.A.;42.206.269/0001-79;0,000;0,000;0,000;0,000;163,189;272,651
54454;SUCESSO I5;SUCESSO AGROINDUSTRIAL E CONSULTORIA LTDA;06.886.411/0001-02;0,000;0,000;0,000;0,000;95,078;83,099
104583;WWRA CL;ECEL ELETRON COMERCIALIZADORA DE ENERGIA S.A;15.087.610/0001-41;0,000;0,000;0,000;0,000;141,291;155,688
103140;SERRANOPOLIS CONSUMO;ENERGETICA SERRANOPOLIS LTDA;05.643.160/0001-72;0,000;0,000;0,000;0,000;3,143;23,683
105616;ATACADO 01 - ARA;RWR LOGISTICA E DISTRIBUICAO LTDA;83.616.185/0001-90;0,000;0,000;0,000;0,000;80,117;74,523
105212;MASTER GREEN;MASTER GREEN EMBALAGENS LTDA;12.296.171/0001-99;0,000;0,000;0,000;0,000;136,093;129,255
57211;BLUEBENLIV;BLUE BEVERAGES ENVASADORA LTDA;05.193.785/0002-60;0,000;0,000;0,000;0,000;116,782;110,635
102016;AGROPEC BOM DESPACHO;COOPERATIVA AGROPECUARIA DE BOM DESPACHO LTDA;18.810.176/0001-74;0,000;0,000;0,000;0,000;53,545;44,821
105217;ATAKAREJO LOJA 17 CL;ATAKAREJO DISTRIBUIDOR DE ALIMENTOS E BEBIDAS S.A;73.849.952/0001-58;0,000;0,000;0,000;0,000;224,362;217,705
56032;FUNDICAO CLAUDIENSE;FUNDICAO CLAUDIENSE LTDA;33.256.495/0001-73;0,000;0,000;0,000;0,000;20,417;100,343
103020;MPT EXTREMA CL;MPT FIOS E CABOS ESPECIAIS S.A.;74.531.997/0005-76;0,000;0,000;0,000;0,000;239,796;248,545
57693;TEK-SANA;TEK-SANA TECIDOS LTDA;15.776.822/0001-36;0,000;0,000;0,000;0,000;287,589;311,492
56874;AGROPECUARIA CARBONI;AGROPECUARIA CARBONI LTDA;02.941.262/0001-86;0,000;0,000;0,000;0,000;249,929;245,545
104988;AMCOR FLEX PARNAMIRIM;AMCOR FLEXIBLES DO BRASIL INDUSTRIA E COMERCIO DE EMBALAGENS LTDA.;60.394.723/0001-44;0,000;0,000;0,000;0,000;528,615;510,941
103943;C CL SUSTEMPLASTICOS;SUSTEMPLASTICOS COMERCIO DE RECICLAVEIS LTDA;13.475.662/0001-60;0,000;0,000;0,000;0,000;79,975;83,860
100780;J KEMPE;CURTUME J. KEMPE LTDA;55.331.417/0001-29;0,000;0,000;0,000;0,000;159,732;166,564
102126;EQUIPLASTIC;EQUI-PLASTIC LTDA;65.235.434/0001-16;0,000;0,000;0,000;0,000;84,943;93,977
54452;SOCIEDADE ANHANGUERA DE ENSINO;SOCIEDADE ANHANGUERA DE ENSINO LTDA;01.088.830/0001-85;0,000;0,000;0,000;0,000;88,632;53,238
51255;MILANEZIAP;MILANEZI GRANITOS S.A.;03.584.957/0001-10;0,000;0,000;0,000;0,000;79,534;99,949
103255;PEDREIRA ITAMATAMIRIM CL;PEDREIRA ITAMATAMIRIM LTDA;06.250.109/0001-63;0,000;0,000;0,000;0,000;91,184;85,111
105214;ATAKAREJO LOJA 24 CL;ATAKAREJO DISTRIBUIDOR DE ALIMENTOS E BEBIDAS S.A;73.849.952/0001-58;0,000;0,000;0,000;0,000;310,178;277,015
104964;MARGIRIUS - EXTERNA;MAR GIRIUS CONTINENTAL INDUSTRIA DE CONT ELETRICOS LTDA;61.093.001/0001-12;0,000;0,000;0,000;0,000;20,265;20,281
51972;BALI BRASÍLIA;BALI BRASILIA AUTOMOVEIS LTDA;72.624.521/0001-20;0,000;0,000;0,000;0,000;76,689;76,792
51843;GB AECP;TEMPO ENERGIA S.A.;29.000.095/0001-25;0,000;0,000;0,000;0,000;350,592;329,395
57253;ATACADAO DIA A DIA 007;ATACADAO DIA A DIA S.A;17.457.404/0001-01;0,000;0,000;0,000;0,000;373,271;368,473
57316;PLASMON;PLASMON INDUSTRIA E COMERCIO DE PLASTICOS LTDA;36.090.042/0001-08;0,000;0,000;0,000;0,000;121,938;112,191
105237;FM PNEUS VIDEIRA APE;F.M. PNEUS LTDA;81.374.845/0001-49;0,000;0,000;0,000;0,000;48,608;37,242
101843;VIEZZER;VIEZZER & CIA LTDA;90.964.172/0001-78;0,000;0,000;0,000;0,000;190,204;189,123
51624;C CE SUPERMERCADOS YAMAUCHI;SUPERMERCADO YAMAUCHI LTDA;60.621.992/0001-04;0,000;0,000;0,000;0,000;319,058;301,730
105888;TOP MAIS SUPERMERCADOS I1;ABR DISTRIBUIDORA DE ALIMENTOS LTDA;35.836.247/0001-27;0,000;0,000;0,000;0,000;16,387;86,011
38821;AGUA MINERAL SANTA JOANA;TORRES E PEDROSA COMERCIO DE AGUAS MINERAIS LTDA;09.324.366/0001-90;0,000;0,000;0,000;0,000;74,083;65,532
52463;PRIME RTM VAR CL 514;PRIME ENERGY COMERCIALIZADORA DE ENERGIA LTDA;12.809.025/0001-10;0,000;0,000;0,000;0,000;88,535;141,488
100603;AMBEV AROMAS;AROSUCO AROMAS E SUCOS LTDA;03.134.910/0002-36;0,000;0,000;0,000;0,000;69,007;79,851
56272;BRITA FUCHS;BRITA FUCHS LTDA;10.587.383/0001-08;0,000;0,000;0,000;0,000;26,966;20,693
100802;BOGO INDUSTRIA;BOGO INDUSTRIA E COMERCIO DE MEIAS LTDA;00.148.369/0001-46;0,000;0,000;0,000;0,000;54,195;41,690
101498;PARQUE LOGISTICO OSASCO;FULWOOD S.A.;17.943.792/0002-11;0,000;0,000;0,000;0,000;256,257;234,986
105586;CARDIO PULMONAR - ESPECIAL;CARDIO PULMONAR DA BAHIA S.A;13.952.064/0001-34;0,000;0,000;0,000;0,000;714,162;643,114
104982;GUARAVES PI - LIVRE;GUARAVES GUARABIRA AVES LTDA;12.727.145/0001-78;0,000;0,000;0,000;0,000;241,653;250,238
101108;DLINEA;D'LINEA INDUSTRIA E COMERCIO DE MOVEIS LTDA;10.894.877/0001-27;0,000;0,000;0,000;0,000;71,527;71,423
104433;CADIMA SHOPPING - VAR;ESFERA COMERCIALIZADORA DE ENERGIA LTDA;26.940.979/0001-71;0,000;0,000;0,000;0,000;62,205;0,000
101124;ZANC;ZANC TELEATENDIMENTO E RECUPERACAO DE CREDITO LTDA.;89.539.977/0001-95;0,000;0,000;0,000;0,000;0,000;0,000
105072;DS2;DS2 MINERACAO E COMERCIO LTDA;09.388.890/0001-25;0,000;0,000;0,000;0,000;146,079;130,913
102127;REALPLASTIC;REALPLASTIC INDUSTRIA DE EMBALAGENS LTDA;04.555.483/0001-41;0,000;0,000;0,000;0,000;114,462;138,963
105983;WHITE MARTINS 3;WHITE MARTINS GASES INDUSTRIAIS LTDA;35.820.448/0001-36;0,000;0,000;0,000;0,000;19.272,202;18.495,340
100804;BOMPLASTIL;BOMPLASTIL EMBALAGENS LTDA.;42.062.901/0001-58;0,000;0,000;0,000;0,000;112,734;98,811
55773;COAGRU;COAGRU COOPERATIVA AGROINDUSTRIAL UNIAO;77.198.794/0001-74;0,000;0,000;0,000;0,000;484,523;602,983
30936;MADESA FILIAL APE;M D MOVEIS LTDA;89.042.642/0001-67;0,000;0,000;0,000;0,000;308,987;282,188
55239;2WVVIDRORIOS;2W COMERCIALIZADORA VAREJISTA DE ENERGIA S.A.;36.583.766/0001-93;0,000;0,000;0,000;0,000;40,173;45,076
104434;KUBIX;KUBIX AGROINDUSTRIAL LTDA;47.754.052/0001-17;0,000;0,000;0,000;0,000;22,182;17,626
105321;FM PNEUS ARAUCARIA APE;F.M. PNEUS LTDA;81.374.845/0001-49;0,000;0,000;0,000;0,000;13,312;13,807
83325;LINCOLN CL 13360;LINCOLN ELECTRIC DO BRASIL INDUSTRIA E COMERCIO LTDA;53.910.899/0001-46;0,000;0,000;0,000;0,000;130,564;130,522
39136;BURGER KING NE;ZAMP S.A.;13.574.594/0001-96;0,000;0,000;0,000;0,000;201,428;226,755
104342;MINERACAO VITORIA CL;MINERACAO VITORIA LTDA;05.402.013/0001-00;0,000;0,000;0,000;0,000;120,197;103,235
105266;DU PONT TOLEDO EI S;CORTEVA AGRISCIENCE DO BRASIL LTDA.;61.064.929/0001-79;0,000;0,000;0,000;0,000;64,723;66,016
105961;WMGINO 2;WHITE MARTINS GASES INDUSTRIAIS DO NORTE LTDA.;34.597.955/0001-90;0,000;0,000;0,000;0,000;1.425,995;1.280,654
104881;MARELLI MAUA;MARELLI SISTEMAS AUTOMOTIVOS INDUSTRIA E COMERCIO BRASIL LTDA;02.990.605/0009-50;0,000;0,000;0,000;0,000;2.799,159;2.639,297
101392;WERNER CALCADOS;WERNER CALCADOS LTDA;97.969.810/0001-92;0,000;0,000;0,000;0,000;41,954;42,769
49694;C CE SUPER DAMASCENO CE;JOSE STENIO DAMASCENO JUNIOR & CIA LTDA;07.182.629/0001-49;0,000;0,000;0,000;0,000;82,262;77,809
101013;STAR-LIX;STAR-LIX PLASTICOS E EMBALAGENS LTDA;13.132.805/0001-30;0,000;0,000;0,000;0,000;66,135;65,193
56642;DUOPLASTIC;DUOPLASTIC INDUSTRIA DE MOVEIS LTDA;41.868.686/0001-14;0,000;0,000;0,000;0,000;312,335;281,304
102162;FRICOCK SE/CO I5;AES TIETE INTEGRA SOLUCOES EM ENERGIA LTDA.;26.203.837/0001-21;0,000;0,000;0,000;0,000;113,022;110,891
103188;HOLCIM - COCALZINHO (ACOY);CSN CIMENTOS BRASIL S.A.;60.869.336/0001-17;0,000;0,000;0,000;0,000;1.447,276;1.261,152
56932;MASSAS DA ROZ;MASSAS ALIMENTICIAS DA ROZ LTDA;51.377.935/0001-22;0,000;0,000;0,000;0,000;131,332;124,384
53334;LOJA 267 - CURVELO;MART MINAS DISTRIBUICAO LTDA;04.737.552/0008-04;0,000;0,000;0,000;0,000;125,754;105,837
105235;SUP GUA FL 29 CL SE;CASAS GUANABARA COMESTIVEIS LTDA;33.130.543/0045-01;0,000;0,000;0,000;0,000;273,480;266,643
104484;OLIPLAS ACL;OLIPLAS INDUSTRIA E COMERCIO DE PLASTICOS LTDA;31.047.985/0001-34;0,000;0,000;0,000;0,000;91,054;95,991
102215;UP & IB CL;UP & IB INDUSTRIA E COMERCIO DE PLASTICOS LTDA;34.731.194/0001-17;0,000;0,000;0,000;0,000;167,556;188,356
103226;HOLCIM - MONTES CLAROS (AMOY);CSN CIMENTOS BRASIL S.A.;60.869.336/0001-17;0,000;0,000;0,000;0,000;8.755,176;6.282,871
52484;UNITER;UNITER ADMINISTRACAO DE BENS LTDA.;07.034.405/0001-90;0,000;0,000;0,000;0,000;203,475;180,204
98889;LUZ NOBRE;LUZ ARTEFATOS DE ALUMINIO LTDA;64.296.353/0001-63;0,000;0,000;0,000;0,000;215,116;197,863
3747;CERPRO;COOPERATIVA DE ELETRIFICACAO RURAL DA REGIAO DE PROMISSAO;44.560.381/0001-39;0,000;0,000;0,000;0,000;960,676;849,051
105869;CMPC IGUACU SJP;CMPC IGUACU EMBALAGENS LTDA;11.308.600/0001-38;0,000;0,000;0,000;0,000;1.924,151;1.832,544
103225;HOLCIM - CAJAMAR (HCAY);CSN CIMENTOS BRASIL S.A.;60.869.336/0001-17;0,000;0,000;0,000;0,000;365,805;367,548
56292;ANIDRO;ANIDRO DO BRASIL EXTRACOES S.A.;66.715.459/0001-80;0,000;0,000;0,000;0,000;250,301;169,161
52996;SAVONA;SAVONA PLASTICOS LTDA;24.332.457/0001-61;0,000;0,000;0,000;0,000;102,784;107,645
104055;2WV TEMPERA;2W COMERCIALIZADORA VAREJISTA DE ENERGIA S.A.;36.583.766/0001-93;0,000;0,000;0,000;0,000;109,474;107,803
43449;SHOP IBIRAPUERA;CONDOMINIO SHOPPING CENTER IBIRAPUERA;53.985.982/0001-84;0,000;0,000;0,000;0,000;750,248;693,557
52098;MANSÃO WILDBERGER;CONDOMINIO  EDIFICIO MANSAO WILDBERGER;32.039.801/0001-57;0,000;0,000;0,000;0,000;100,848;95,933
43428;BUSA;BUSA - INDUSTRIAL E COMERCIAL LTDA;49.211.493/0001-06;0,000;0,000;0,000;0,000;177,717;153,781
86510;WMGINO EI100;WHITE MARTINS GASES INDUSTRIAIS DO NORTE LTDA.;34.597.955/0001-90;0,000;0,000;0,000;0,000;51,782;48,082
56211;LINEA ALIMENTOS;LINEA ALIMENTOS INDUSTRIA E COMERCIO S/A;05.207.076/0002-97;0,000;0,000;0,000;0,000;104,971;98,028
29942;MINERACAO SERRANA;MINERACAO SERRANA LTDA;22.095.022/0001-15;0,000;0,000;0,000;0,000;115,223;90,790
101630;FGS PE;GEORG FISCHER FGS INDUSTRIA E COMERCIO LTDA;02.291.486/0001-90;0,000;0,000;0,000;0,000;172,535;97,474
103227;HOLCIM - SANTA CRUZ (ARIY);CSN CIMENTOS BRASIL S.A.;60.869.336/0001-17;0,000;0,000;0,000;0,000;241,372;232,921
51473;ANDRADINA;AGUAS DE ANDRADINA S.A.;12.584.063/0001-11;0,000;0,000;0,000;0,000;180,851;172,670
101709;ENERGISA BORBOREMA;ENERGISA PARAIBA - DISTRIBUIDORA DE ENERGIA S.A;09.095.183/0001-40;0,000;0,000;0,000;0,000;54.051,444;49.163,243
55591;GBM;GBM INDUSTRIA E COMERCIO DE MINERAIS LTDA;93.115.467/0001-68;0,000;0,000;0,000;0,000;51,015;54,642
56794;GTEX MATRIZ;GTEX BRASIL INDUSTRIA E COMERCIO S.A.;43.623.792/0001-63;0,000;0,000;0,000;0,000;91,463;145,664
103247;HOLCIM - PEDRO LEOPOLDO (APL0);CSN CIMENTOS BRASIL S.A.;60.869.336/0001-17;0,000;0,000;0,000;0,000;15.342,215;13.936,456
56774;SUPERMERCADOS DUBOM;FENNER & CIA LTDA;05.390.657/0001-26;0,000;0,000;0,000;0,000;118,911;109,626
101911;REFRATARIOS PAULISTA;REFRATARIOS PAULISTA INDUSTRIA E COMERCIO LTDA;45.301.322/0001-09;0,000;0,000;0,000;0,000;62,151;64,825
54439;BERTUOL;BERTUOL INDUSTRIA DE FERTILIZANTES LTDA;05.644.974/0001-21;0,000;0,000;0,000;0,000;140,796;182,112
103927;CONDOMINIO ITC CL;CONDOMINIO INTERNATIONAL TRADE CENTER - SALVADOR;33.070.972/0001-01;0,000;0,000;0,000;0,000;42,039;44,506
105409;VBI ULIVING PAULISTA;COMERC POWER TRADING LTDA;10.732.440/0001-97;0,000;0,000;0,000;0,000;39,322;33,826
45994;AGILCOR - I5;AGILCOR VINILCOR INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO DE PLASTICOS E DERIVADOS LTDA;04.568.716/0001-40;0,000;0,000;0,000;0,000;128,466;136,681
101671;PEDREIRA PINHEIROS;PEDREIRA PINHEIROS LTDA;34.002.904/0001-78;0,000;0,000;0,000;0,000;67,969;52,085
101486;DF PARK ADM;DF PARK ADMINISTRADORA LTDA;44.728.259/0001-29;0,000;0,000;0,000;0,000;193,865;178,236
103210;HOLCIM - BARUERI (HBAY);CSN CIMENTOS BRASIL S.A.;60.869.336/0001-17;0,000;0,000;0,000;0,000;169,107;141,165
103788;GELO FERREIRA;FLIPPER INDUSTRIA E COMERCIO DE GELO LTDA;05.025.744/0001-84;0,000;0,000;0,000;0,000;127,514;214,355
39247;INDC SE/CO CL;AES TIETE INTEGRA SOLUCOES EM ENERGIA LTDA.;26.203.837/0001-21;0,000;0,000;0,000;0,000;172,825;187,128
51150;M LEITÃO;M. LEITAO INDUSTRIA TEXTIL LTDA.;05.140.762/0001-07;0,000;0,000;0,000;0,000;84,049;80,333
56837;THOR - PEDREIRA URUOCA;THOR NORTE GRANITOS LTDA;04.712.800/0007-81;0,000;0,000;0,000;0,000;115,824;125,866
105913;GLP IMIGRANTES GP D CL;ASSOCIACAO DA INSTITUIDORA E DOS LOCATARIOS DO GLP IMIGRANTES;45.840.880/0001-42;0,000;0,000;0,000;0,000;323,465;327,643
101308;ROTTA DO SOL - ESPECIAL;ROTTA DO SOL HOTELARIA E TURISMO LTDA;08.895.369/0001-11;0,000;0,000;0,000;0,000;114,222;89,057
42691;C&M - FRANGO ESSE;C&M INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;18.103.185/0002-06;0,000;0,000;0,000;0,000;168,972;155,986
104918;COAGRU ANAHY CL S;COAGRU COOPERATIVA AGROINDUSTRIAL UNIAO;77.198.794/0001-74;0,000;0,000;0,000;0,000;15,049;12,361
54056;RIBAS DO RIO PARDO CONSUMO;SUZANO S.A.;16.404.287/0001-55;0,000;0,000;0,000;0,000;0,833;13,842
44203;ATTA INJETADOS E SOLADOS;ATTA INDUSTRIAL LTDA;07.352.128/0001-63;0,000;0,000;0,000;0,000;114,637;109,500
52605;AGCO DO BRASIL IBIRUBA;AGCO DO BRASIL SOLUCOES AGRICOLAS LTDA.;55.962.369/0018-15;0,000;0,000;0,000;0,000;256,918;279,725
105582;SANTUARIO BASILICA;SANTUARIO NACIONAL DE NOSSA SENHORA DA CONCEICAO APARECIDA;02.825.033/0001-04;0,000;0,000;0,000;0,000;461,540;434,374
103012;CODEPA LIVRE;COOPERATIVA DE DESENVOLVIMENTO E PRODUCAO AGROPECUARIA - CODEPA;04.480.519/0001-75;0,000;0,000;0,000;0,000;118,416;43,658
42781;TORO NEGRO;TORO NEGRO ADMINISTRACAO E PARTICIPACOES SOCIETARIAS LTDA.;32.138.587/0001-96;0,000;0,000;0,000;0,000;103,315;98,315
93174;ORME ESP;ORME SERVICOS EDUCACIONAIS LTDA;05.478.567/0001-91;0,000;0,000;0,000;0,000;164,422;105,801
103443;SMCV CER BOAPABA;SANTA MARIA COMERCIALIZACAO E SERVICOS DE ENERGIA LTDA.;32.023.463/0001-65;0,000;0,000;0,000;0,000;124,255;105,789
52767;GLP IMIGRANTES;ASSOCIACAO DA INSTITUIDORA E DOS LOCATARIOS DO GLP IMIGRANTES;45.840.880/0001-42;0,000;0,000;0,000;0,000;49,349;44,609
105302;FM PNEUS MARAVILHA APE;F.M. PNEUS LTDA;81.374.845/0001-49;0,000;0,000;0,000;0,000;173,882;165,441
51451;UNIMED CARUARU;UNIMED CARUARU COOPERATIVA DE TRABALHO MEDICO;24.449.225/0001-98;0,000;0,000;0,000;0,000;251,067;209,276
103250;LCT CL 514;LCT INDUSTRIA DE PLASTICO, AGROAVICOLA E TECNOLOGIA LTDA;01.067.819/0001-39;0,000;0,000;0,000;0,000;95,362;80,807
27575;STARA NMT;STARA S.A. - INDUSTRIA DE IMPLEMENTOS AGRICOLAS;91.495.499/0001-00;0,000;0,000;0,000;0,000;1.684,872;1.674,345
105421;CORR PLASTIK SISTEMAS CL;COMERC POWER TRADING LTDA;10.732.440/0001-97;0,000;0,000;0,000;0,000;392,555;455,706
105407;2WV METALURGICA MAUSER;2W COMERCIALIZADORA VAREJISTA DE ENERGIA S.A.;36.583.766/0001-93;0,000;0,000;0,000;0,000;163,179;166,599
103923;C CL TEMPERSUL;TEMPERSUL COMERCIO DE VIDROS LTDA;08.954.675/0001-81;0,000;0,000;0,000;0,000;223,008;224,020
51824;WAY SOLUTIONS;WAY SOLUTIONS COLAGENO LTDA;55.407.134/0001-13;0,000;0,000;0,000;0,000;40,826;31,746
105868;CMPC IGUACU PS;CMPC IGUACU EMBALAGENS LTDA;11.308.600/0001-38;0,000;0,000;0,000;0,000;6.934,963;6.857,623
103662;PETRO PECAS SUL I5;AES TIETE INTEGRA SOLUCOES EM ENERGIA LTDA.;26.203.837/0001-21;0,000;0,000;0,000;0,000;119,429;114,435
52043;CITY TOWER;CONDOMINIO CITY TOWER;40.158.115/0001-23;0,000;0,000;0,000;0,000;123,422;114,793
105094;GRAFDIL;GRAFDIL IMPRESSOS LTDA;89.243.984/0001-45;0,000;0,000;0,000;0,000;30,273;30,224
101780;SUPERFRIO ITAJAI;SUPERFRIO - ESTOCAGEM DE CONGELADOS IMPORTACAO E EXPORTACAO LTDA;02.666.906/0001-75;0,000;0,000;0,000;0,000;119,114;111,828
56893;CARVALHO BELTRAO CL;CARVALHO BELTRAO SERVICOS DE SAUDE LTDA;35.642.172/0001-43;0,000;0,000;0,000;0,000;205,294;195,426
